"﻿VIODESCRIPTION",LOCATIONDESC1,ISSUEDATE,ISSUETIME,ObjectId,lat,lon
PARKING VEHICLE IN PROHIBITED AREA,NR 346 MAPLE GROVE AVE,1/12/2020,15:20,5165,43.589291,-79.610767
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 7 ELIZABETH ST N,1/12/2020,17:15,5166,43.55386995,-79.58456964782121
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR4070 CONFEDERATION PKWY,1/12/2020,22:19,5167,43.5836562,-79.6365503
PARKING VEHICLE LONGER THAN FIVE HOURS,NR5975 CHERRYWOOD PL,1/12/2020,15:25,5168,43.5954028,-79.7138291
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 15 ELIZABETH ST N,1/12/2020,17:17,5169,43.55406535,-79.58543211823195
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 3620 KARIYA DR,1/12/2020,22:29,5170,43.5911385,-79.6374271
PARKING HEAVY VEHICLE LONGER THAN FIVE HOURS,THE COLLEGEWAY,1/12/2020,15:27,5171,43.54279935,-79.67680695040187
PARKING VEHICLE IN PROHIBITED AREA,JOHN ST,1/12/2020,15:28,5172,43.7036424,-79.6434798
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,4065 BRICKSTONE MEWS,1/12/2020,17:17,5173,43.5858336,-79.6470617
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE NOT WITHIN TH,OPP 350 PRINCESS ROYAL DR,1/12/2020,15:29,5174,43.588423,-79.645841
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 521 CURRAN PL,1/12/2020,17:18,5175,43.5855334,-79.6473131
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,KARIYA DR,1/12/2020,22:29,5176,,
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE NOT WITHIN TH,OPP 350 PRINCESS ROYAL DR,1/12/2020,15:30,5177,43.588423,-79.645841
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 510 CURRAN PL,1/12/2020,17:18,5178,43.585986,-79.646242
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2520-2560 EGLINTON AVE W,1/12/2020,22:44,5179,,
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 350 PRINCESS ROYAL DR,1/12/2020,15:31,5180,43.588423,-79.645841
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 17 ELIZABETH ST N,1/12/2020,17:19,5181,43.554267,-79.5858371535819
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2520-2560 EGLINTON AVE W,1/12/2020,22:47,5182,,
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 350 PRINCESS ROYAL DR,1/12/2020,15:33,5183,43.588423,-79.645841
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 7 ELIZABETH ST N,1/12/2020,17:22,5184,43.55386995,-79.58456964782121
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2520-2560 EGLINTON AVE W,1/12/2020,22:50,5185,,
PARKING ON A DESIGNATED FIRE ROUTE,1585 MISSISSAUGA VALLEY BLVD,1/12/2020,15:33,5186,43.5922248,-79.62573103320256
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 60 LAKESHORE RD E,1/12/2020,17:26,5187,43.552584,-79.5849044
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2520-2560 EGLINTON AVE W,1/12/2020,22:54,5188,,
PARKING ON A DESIGNATED FIRE ROUTE,NR 60 ABSOLUTE AVE,1/12/2020,15:43,5189,43.5944133,-79.6351262
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 56 LAKESHORE RD E,1/12/2020,17:27,5190,43.5524745,-79.5849744
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,2520-2560 EGLINTON AVE W,1/12/2020,22:55,5191,,
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 80 ABSOLUTE AVE,1/12/2020,15:44,5192,43.59561175,-79.63476189033722
PARKING ON A DESIGNATED FIRE ROUTE,1765 SHAWSON DR,1/12/2020,17:29,5193,43.65738046046512,-79.6380898255814
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/12/2020,23:31,5194,43.6896296,-79.62527708736297
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 4065 BRICKSTONE MEWS,1/12/2020,15:48,5195,43.5858336,-79.6470617
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 10 STAVEBANK RD N,1/12/2020,17:30,5196,43.55238465714285,-79.58556532857142
PARKING ON A DESIGNATED FIRE ROUTE,3590 KANEFF CR,1/12/2020,15:49,5197,43.59168105,-79.63132962967916
PARKING ON A DESIGNATED FIRE ROUTE,1765 SHAWSON DR,1/12/2020,17:35,5198,43.65738046046512,-79.6380898255814
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 510 CURRAN PL,1/12/2020,15:50,5199,43.585986,-79.646242
PARKING HEAVY VEHICLE ON PRIVATE PROPERTY WITHOUT OWNER?S CONSENT,1530 AIMCO BLVD,1/12/2020,17:45,5200,43.6392308,-79.62254415
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:28,5201,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:29,5202,43.5927596,-79.64343657271567
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 2570 CHISHOLM AVE,1/13/2020,2:46,5203,43.563113778641835,-79.63232449244177
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR3916 NIGHTSHADE LANE,1/13/2020,4:43,5204,43.5661684,-79.7732105
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,1177 BLOOR ST E,1/13/2020,14:19,5205,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/12/2020,23:32,5206,43.6896296,-79.62527708736297
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:30,5207,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:31,5208,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:34,5209,43.5927596,-79.64343657271567
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 829 FABLE CRES,1/13/2020,8:36,5210,43.62147524372942,-79.71123969188977
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:38,5211,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:39,5212,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:40,5213,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:42,5214,43.5927596,-79.64343657271567
STOPPING VEHICLE IN A SCHOOL ZONE,NR 2250 COUNCIL RING RD,1/13/2020,8:42,5215,43.5382159,-79.67565034380746
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:51,5216,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,8:52,5217,43.5927596,-79.64343657271567
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR5574 MCFARREN BLVD,1/13/2020,8:52,5218,43.5737498,-79.715011
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,9:10,5219,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 70 PARK ST E,1/13/2020,9:15,5220,43.5557309,-79.58553506459828
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,430 COURTNEY PARK DR,1/13/2020,9:16,5221,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,3025 CEDARGLEN GATE,1/13/2020,9:21,5222,43.560081,-79.6388539
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OP3382 SUNLIGHT ST,1/13/2020,9:30,5223,43.5524179,-79.7379455
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 1771 AIMCO BLVD,1/13/2020,9:35,5224,43.6445236,-79.61942631212067
PARKING HEAVY VEHICLE IN PROHIBITED AREA,OPP 1869 SISMET RD,1/13/2020,9:41,5225,43.6477215,-79.6192956
PARKING VEHICLE IN PROHIBITED AREA,OPP 1905 SISMET RD,1/13/2020,9:44,5226,43.649420908958064,-79.61789606866127
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 1677 AIMCO BLVD,1/13/2020,9:49,5227,43.64180681661194,-79.62179251737308
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 1677 AIMCO BLVD,1/13/2020,9:52,5228,43.64180681661194,-79.62179251737308
PARKING VEHICLE FACING WRONG DIRECTION,NR 927 INGERSOLL CRT,1/13/2020,9:55,5229,43.5186471,-79.6180933
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/13/2020,10:21,5230,43.6896296,-79.62527708736297
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,455 APACHE CT,1/13/2020,10:25,5231,43.6193628,-79.6483898
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/13/2020,10:25,5232,43.6896296,-79.62527708736297
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,455 APACHE CT,1/13/2020,10:26,5233,43.6193628,-79.6483898
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,455 APACHE CT,1/13/2020,10:27,5234,43.6193628,-79.6483898
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/13/2020,10:28,5235,43.6896296,-79.62527708736297
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/13/2020,10:33,5236,43.6896296,-79.62527708736297
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 1355 SILVER SPEAR RD,1/13/2020,10:33,5237,43.6188324,-79.5999796
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/13/2020,10:36,5238,43.6896296,-79.62527708736297
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 480 HAVENWOOD DR,1/13/2020,10:41,5239,43.6168699,-79.586248
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/13/2020,10:44,5240,43.6896296,-79.62527708736297
PARKING ON A DESIGNATED FIRE ROUTE,NR 2200 EGLINTON AVE W,1/13/2020,10:45,5241,43.55949325,-79.70371643001891
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,OPP 3570 HAVENWOOD DR,1/13/2020,10:46,5242,43.6221732,-79.59736247922329
PARKING VEHICLE IN PROHIBITED AREA,BONNIE ST,1/13/2020,10:52,5243,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,11:05,5244,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:10,5245,43.561037,-79.701557
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:12,5246,43.561037,-79.701557
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:14,5247,43.561037,-79.701557
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,11:16,5248,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,100 CITY CENTRE DR,1/13/2020,11:19,5249,43.5927596,-79.64343657271567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:20,5250,43.561037,-79.701557
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:23,5251,43.561037,-79.701557
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:25,5252,43.561037,-79.701557
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 151 LAKESHORE RD E,1/13/2020,11:32,5253,43.5558326,-79.5808234
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 151 LAKESHORE RD E,1/13/2020,11:33,5254,43.5558326,-79.5808234
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 3468 INGRAM RD,1/13/2020,3:47,5255,43.52557863940862,-79.70898067648072
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,110 ACORN PL,1/13/2020,16:37,5256,43.60519797510317,-79.64650553285567
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:33,5257,43.561037,-79.701557
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:35,5258,43.561037,-79.701557
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 2570 CHISHOLM AVE,1/13/2020,2:47,5259,43.563113778641835,-79.63232449244177
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 3476 INGRAM RD,1/13/2020,3:48,5260,43.52565878364517,-79.70921040588843
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/12/2020,23:35,5261,43.6896296,-79.62527708736297
PARKING ON A DESIGNATED FIRE ROUTE,NR7155 TERRAGARD BLVD,1/13/2020,14:20,5262,,
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,120 ACORN PL,1/13/2020,16:38,5263,43.60517405,-79.64379812653156
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,4165 FIELDGATE DR,1/13/2020,2:48,5264,43.6330302,-79.6000959
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 2388 CASHMERE AVE,1/13/2020,4:43,5265,43.563655131941445,-79.62356146865288
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,6420 SILVER DART DR,1/12/2020,23:37,5266,43.6896296,-79.62527708736297
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:37,5267,43.561037,-79.701557
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 3500 INGRAM RD,1/13/2020,3:50,5268,43.52594593913316,-79.71000216760717
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 2929 WINDJAMMER RD,1/13/2020,2:52,5269,43.52870543428533,-79.68451446600254
PARKING VEHICLE LONGER THAN FIVE HOURS,OPP 419 KROTONE CRES,1/13/2020,14:20,5270,43.63354260760263,-79.71214093862461
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,330/350 RATHBURN RD W,1/13/2020,4:48,5271,43.5979293,-79.642907
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 217 QUEEN ST S,1/13/2020,16:38,5272,43.5809737,-79.712552
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,99 LAKESHORE RD E,1/13/2020,0:13,5273,43.55335746666667,-79.58354283333333
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,NR 2000 CREDIT VALLEY RD,1/13/2020,11:39,5274,43.561037,-79.701557
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 3778 BANGOR RD,1/13/2020,3:54,5275,43.529745,-79.70685
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,4165 FIELDGATE DR,1/13/2020,2:54,5276,43.6330302,-79.6000959
PARKING VEHICLE ON UNTRAVELLED PORTION OF HIGHWAY,NR3534 AQUINAS AVE,1/13/2020,14:20,5277,43.5460534,-79.7182392
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,30 HANSON RD,1/13/2020,4:54,5278,43.586158,-79.6257648643881
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,120 ACORN PL,1/13/2020,16:39,5279,43.60517405,-79.64379812653156
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,33 QUEENSWAY W,1/13/2020,0:21,5280,43.57353105,-79.60878140521606
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,77 FOSTER CRES,1/13/2020,11:39,5281,43.625361850000004,-79.68467645756337
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,OPP 3258 VICTORY CRES,1/13/2020,3:55,5282,43.70779685446744,-79.64073257728182
PARKING VEHICLE ON A HIGHWAY BETWEEN 2:00 A.M. TO 6:00 A.M. DURING PROHIBITED PE,NR 2999 WINDJAMMER RD,1/13/2020,2:55,5283,43.527672,-79.685682
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,55 STANDISH CRT,1/13/2020,14:27,5284,43.6261219,-79.6838308
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,30 HANSON RD,1/13/2020,4:56,5285,43.586158,-79.6257648643881
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 217 QUEEN ST S,1/13/2020,16:39,5286,43.5809737,-79.712552
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 530 ARBUTUS WAY,1/13/2020,16:44,5287,43.586602,-79.6483869
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 205 QUEEN ST S,1/13/2020,16:45,5288,43.58137011818182,-79.71306905454546
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 530 ARBUTUS WAY,1/13/2020,16:46,5289,43.586602,-79.6483869
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 515 CURRAN PL,1/13/2020,16:50,5290,43.58611,-79.646422
STOPPING VEHICLE IN A PROHIBITED AREA,NR 515 CURRAN PL,1/13/2020,16:52,5291,43.58611,-79.646422
STOPPING VEHICLE IN A PROHIBITED AREA,NR 515 CURRAN PL,1/13/2020,16:53,5292,43.58611,-79.646422
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 525 CURRAN PL,1/13/2020,16:55,5293,43.5852834,-79.6476441
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 525 CURRAN PL,1/13/2020,16:56,5294,43.5852834,-79.6476441
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 7313 GOLDEN MEADOWS CRT,1/13/2020,16:57,5295,,
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 4062 CONFEDERATION PKWY,1/13/2020,17:04,5296,43.58635404347826,-79.64667869565217
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 4062 CONFEDERATION PKWY,1/13/2020,17:06,5297,43.58635404347826,-79.64667869565217
PARKING ON A DESIGNATED FIRE ROUTE,7385 MAGISTRATE TERR,1/13/2020,17:09,5298,43.6426581,-79.7276205
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 3413 FOUNTAIN PARK AVE,1/13/2020,17:09,5299,43.55601935440968,-79.74067663528636
STOPPING VEHICLE IN A PROHIBITED AREA,NR 330 PRINCE OF WALES DR,1/13/2020,17:11,5300,43.5889041,-79.6483915
STOPPING VEHICLE ON SIDEWALK,NR 617 ROSSELLINI DR,1/13/2020,17:12,5301,43.64124771361217,-79.72859337623619
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 485 LIVING ARTS DR,1/13/2020,17:15,5302,43.5890525,-79.6464941
PARKING VEHICLE IN PROHIBITED AREA,NR 4033 COACHMAN CIR,1/13/2020,17:15,5303,43.556883836,-79.755439732
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,QUESTMAN HOLLOW @,1/13/2020,17:20,5304,,
PARKING VEHICLE IN METERED PARKING SPACE BEYOND MAXIMUM PERMITTED TIME,NR 4175 CONFEDERATION PKWY,1/13/2020,17:25,5305,43.5836562,-79.6365503
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR8 HELENE ST N,1/13/2020,17:38,5306,43.5555346,-79.5860874
PARKING HEAVY VEHICLE IN RESIDENTIAL ZONE,STONE CREEK CRES,1/13/2020,17:39,5307,43.5231376,-79.6132951
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR94 LAKESHORE RD E,1/13/2020,17:50,5308,43.5697302,-79.566413
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR72 LAKESHORE RD E,1/13/2020,17:54,5309,43.5599249,-79.5767779
PARKING VEHICLE IN RESTRICTED AREA CONTRARY TO PERMITTED TIMES,NR 4175 CONFEDERATION PKWY,1/13/2020,17:57,5310,43.5836562,-79.6365503
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR72 LAKESHORE RD E,1/13/2020,17:59,5311,43.5599249,-79.5767779
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,400 BLOOR ST E,1/13/2020,18:54,5312,,
PARKING ON A DESIGNATED FIRE ROUTE,400 BLOOR ST,1/13/2020,18:57,5313,43.5972773,-79.6194176
PARKING ON A DESIGNATED FIRE ROUTE,400 BLOOR ST,1/13/2020,18:59,5314,43.5972773,-79.6194176
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,400 BLOOR ST E,1/13/2020,19:02,5315,,
PARKING ON A DESIGNATED FIRE ROUTE,400 BLOOR ST,1/13/2020,19:03,5316,43.5972773,-79.6194176
PARKING VEHICLE ON PRIVATE PROPERTY WITHOUT OWNERS CONSENT,400 BLOOR ST E,1/13/2020,19:11,5317,,
PARKING VEHICLE FACING WRONG DIRECTION,KENMUIR AVE,1/13/2020,19:20,5318,,
PARKING VEHICLE LONGER THAN FIVE HOURS,OPP 1411 WEIR CHASE,1/13/2020,19:23,5319,43.59513945714286,-79.70713182
PARKING VEHICLE ON HIGHWAY WHICH IS IMMOBILE OR UNLICENSED,NR 1374 KENMUIR AVE,1/13/2020,19:23,5320,43.5719166,-79.581565
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,9 ON PEARL ST(NORTH BLOCK),1/13/2020,19:34,5321,,
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR4099 BRICKSTONE MEWS,1/13/2020,19:40,5322,43.586561,-79.6483722
PARKING ON A DESIGNATED FIRE ROUTE,1-33 ELM DR W,1/13/2020,19:42,5323,43.5881191,-79.6342017
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR 4401 BRICKSTONE MEWS,1/13/2020,19:42,5324,43.586561,-79.6483722
PARKING VEHICLE LONGER THAN FIVE HOURS,NR 5773 TENTH LINE W,1/13/2020,19:44,5325,43.5598165,-79.7426476
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR4099 BRICKSTONE MEWS,1/13/2020,19:45,5326,43.586561,-79.6483722
PARKING VEHICLE IN PROHIBITED AREA,NR55 ELM DR W,1/13/2020,19:45,5327,43.59059535714285,-79.6316635
PARKING VEHICLE LONGER THAN FIVE HOURS,NR 5795 TENTH LINE W,1/13/2020,19:46,5328,43.56030963333333,-79.74329886666666
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR4099 BRICKSTONE MEWS,1/13/2020,19:47,5329,43.586561,-79.6483722
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,NR520 CURRAN PL,1/13/2020,19:48,5330,43.586033,-79.646378
PARKING A VEHICLE IN A PARKING SPACE GOVERNED BY A PARKING MACHINE WITHOUT CLEAR,OPP 520 CURRAN PL,1/13/2020,19:49,5331,43.5854084,-79.6471341
